name,education_level,stream,cgpa,skills,interest,career_domain
S1810,Undergraduate,Mathematics,7.2,ai modeltraining python pytorch tensorflow neuralnetworks,Development,Machine Learning Engineer
S1811,Postgraduate,Data Science,9.1,machinelearning ai modeltraining,Development,Machine Learning Engineer
S1812,Undergraduate,Information Technology,6.6,tensorflow machinelearning deeplearning neuralnetworks,AI,Machine Learning Engineer
S1813,Postgraduate,Information Technology,7.0,neuralnetworks deeplearning tensorflow python,AI,Machine Learning Engineer
S1814,Undergraduate,Data Science,7.8,python pytorch neuralnetworks deeplearning modeltraining ai tensorflow machinelearning,Development,Machine Learning Engineer
S1815,Postgraduate,Finance,6.6,pytorch modeltraining machinelearning,Research,Machine Learning Engineer
S1816,Postgraduate,Computer Science,6.8,ai deeplearning tensorflow modeltraining python,Development,Machine Learning Engineer
S1817,Undergraduate,Mathematics,6.5,python pytorch neuralnetworks,Development,Machine Learning Engineer
S1818,Postgraduate,Mathematics,8.4,machinelearning neuralnetworks modeltraining tensorflow,Development,Machine Learning Engineer
S1819,Undergraduate,Psychology,6.5,deeplearning tensorflow modeltraining neuralnetworks machinelearning pytorch ai python,Development,Machine Learning Engineer
S1820,Undergraduate,Data Science,8.2,neuralnetworks python deeplearning ai pytorch modeltraining machinelearning tensorflow,Development,Machine Learning Engineer
S1821,Undergraduate,Computer Science,7.7,pytorch ai deeplearning modeltraining tensorflow machinelearning python,AI,Machine Learning Engineer
S1822,Undergraduate,Data Science,8.9,pytorch deeplearning tensorflow machinelearning ai neuralnetworks,Development,Machine Learning Engineer
S1823,Postgraduate,Computer Science,6.7,deeplearning modeltraining ai pytorch tensorflow,AI,Machine Learning Engineer
S1824,Undergraduate,Mathematics,7.4,tensorflow pytorch ai modeltraining deeplearning python,Development,Machine Learning Engineer
S1825,Postgraduate,Data Science,6.6,deeplearning tensorflow python modeltraining machinelearning,Development,Machine Learning Engineer
S1826,Undergraduate,Data Science,7.5,modeltraining pytorch python tensorflow ai neuralnetworks machinelearning deeplearning,Development,Machine Learning Engineer
S1827,Undergraduate,Mathematics,7.3,tensorflow modeltraining deeplearning,AI,Machine Learning Engineer
S1828,Postgraduate,Mathematics,7.0,modeltraining python machinelearning neuralnetworks tensorflow deeplearning ai pytorch,Finance,Machine Learning Engineer
S1829,Postgraduate,Mathematics,9.4,neuralnetworks tensorflow machinelearning ai,AI,Machine Learning Engineer
S1830,Undergraduate,Computer Science,6.8,neuralnetworks python machinelearning,Research,Machine Learning Engineer
S1831,Undergraduate,Computer Science,7.4,neuralnetworks python pytorch,Development,Machine Learning Engineer
S1832,Postgraduate,Computer Science,8.2,deeplearning modeltraining pytorch,Research,Machine Learning Engineer
S1833,Undergraduate,Data Science,6.5,machinelearning neuralnetworks tensorflow pytorch ai,AI,Machine Learning Engineer
S1834,Postgraduate,Mathematics,7.8,pytorch deeplearning machinelearning ai modeltraining python,Development,Machine Learning Engineer
S1835,Undergraduate,Data Science,8.9,pytorch deeplearning modeltraining tensorflow,AI,Machine Learning Engineer
S1836,Undergraduate,Information Technology,8.2,deeplearning machinelearning python neuralnetworks modeltraining pytorch ai tensorflow,Development,Machine Learning Engineer
S1837,Postgraduate,Mathematics,9.0,neuralnetworks tensorflow pytorch modeltraining,Development,Machine Learning Engineer
S1838,Postgraduate,Mathematics,6.8,ai machinelearning python tensorflow modeltraining neuralnetworks pytorch,Development,Machine Learning Engineer
S1839,Postgraduate,Statistics,7.9,tensorflow machinelearning ai neuralnetworks pytorch,AI,Machine Learning Engineer
S1840,Undergraduate,Data Science,8.0,neuralnetworks python pytorch machinelearning ai tensorflow,AI,Machine Learning Engineer
S1841,Postgraduate,Mathematics,7.1,neuralnetworks machinelearning tensorflow pytorch modeltraining ai python,AI,Machine Learning Engineer
S1842,Postgraduate,Computer Science,7.5,pytorch deeplearning python neuralnetworks modeltraining tensorflow,Cloud,Machine Learning Engineer
S1843,Undergraduate,Mathematics,8.3,pytorch ai machinelearning modeltraining tensorflow python neuralnetworks,Development,Machine Learning Engineer
S1844,Postgraduate,Mathematics,8.7,neuralnetworks machinelearning python ai tensorflow deeplearning modeltraining,Cloud,Machine Learning Engineer
S1845,Postgraduate,Mathematics,8.2,neuralnetworks deeplearning tensorflow machinelearning,Development,Machine Learning Engineer
S1846,Undergraduate,Data Science,9.4,deeplearning ai neuralnetworks,Development,Machine Learning Engineer
S1847,Postgraduate,Data Science,7.7,modeltraining deeplearning tensorflow ai pytorch machinelearning python,AI,Machine Learning Engineer
S1848,Undergraduate,Psychology,7.1,neuralnetworks modeltraining python machinelearning pytorch,AI,Machine Learning Engineer
S1849,Undergraduate,Psychology,7.5,machinelearning pytorch neuralnetworks,Development,Machine Learning Engineer
S1850,Undergraduate,Data Science,8.5,modeltraining ai tensorflow deeplearning neuralnetworks pytorch,Development,Machine Learning Engineer
S1851,Undergraduate,Mechanical Engineering,8.1,modeltraining tensorflow neuralnetworks machinelearning pytorch ai deeplearning,Cloud,Machine Learning Engineer
S1852,Undergraduate,Mathematics,7.6,machinelearning ai neuralnetworks modeltraining,Finance,Machine Learning Engineer
S1853,Postgraduate,Mathematics,9.1,tensorflow ai modeltraining pytorch deeplearning,Development,Machine Learning Engineer
S1854,Postgraduate,Statistics,8.8,python tensorflow ai deeplearning modeltraining machinelearning pytorch,Development,Machine Learning Engineer
S1855,Undergraduate,Computer Science,7.0,modeltraining python ai deeplearning machinelearning pytorch neuralnetworks,AI,Machine Learning Engineer
S1856,Undergraduate,Mathematics,8.2,pytorch ai python machinelearning deeplearning neuralnetworks modeltraining tensorflow,Data,Machine Learning Engineer
S1857,Undergraduate,Mathematics,9.2,deeplearning ai neuralnetworks pytorch tensorflow python modeltraining machinelearning,Development,Machine Learning Engineer
S1858,Postgraduate,Mathematics,8.8,tensorflow pytorch deeplearning neuralnetworks ai machinelearning,AI,Machine Learning Engineer
S1859,Undergraduate,Data Science,6.7,python deeplearning tensorflow machinelearning,Design,Machine Learning Engineer
S1860,Postgraduate,Computer Science,8.3,deeplearning tensorflow ai pytorch neuralnetworks machinelearning modeltraining python,AI,Machine Learning Engineer
S1861,Postgraduate,Law,8.1,ai tensorflow deeplearning,Finance,Machine Learning Engineer
S1862,Undergraduate,Data Science,8.3,tensorflow deeplearning ai modeltraining machinelearning python pytorch neuralnetworks,Writing,Machine Learning Engineer
S1863,Postgraduate,Mathematics,7.8,tensorflow neuralnetworks pytorch python,AI,Machine Learning Engineer
S1864,Undergraduate,Mathematics,6.8,modeltraining pytorch deeplearning tensorflow,Development,Machine Learning Engineer
S1865,Postgraduate,Mathematics,7.8,python modeltraining pytorch neuralnetworks,AI,Machine Learning Engineer
S1866,Undergraduate,Computer Science,8.4,deeplearning machinelearning ai python,Development,Machine Learning Engineer
S1867,Postgraduate,Computer Science,8.7,pytorch python deeplearning neuralnetworks machinelearning,Development,Machine Learning Engineer
S1868,Postgraduate,Computer Science,7.7,ai deeplearning pytorch modeltraining neuralnetworks,Development,Machine Learning Engineer
S1869,Postgraduate,Computer Science,7.4,deeplearning python pytorch modeltraining ai,AI,Machine Learning Engineer
S1870,Postgraduate,Computer Science,7.9,tensorflow pytorch deeplearning machinelearning modeltraining python,Research,Machine Learning Engineer
S1871,Undergraduate,Mathematics,9.1,python ai pytorch machinelearning,Development,Machine Learning Engineer
S1872,Postgraduate,Mathematics,7.8,tensorflow python pytorch,Design,Machine Learning Engineer
S1873,Postgraduate,Mathematics,7.7,deeplearning tensorflow modeltraining ai python pytorch neuralnetworks machinelearning,Cloud,Machine Learning Engineer
S1874,Postgraduate,Information Technology,9.0,modeltraining ai neuralnetworks tensorflow python,AI,Machine Learning Engineer
S1875,Undergraduate,Mathematics,7.4,deeplearning pytorch python machinelearning tensorflow ai,AI,Machine Learning Engineer
S1876,Undergraduate,Mathematics,7.1,pytorch neuralnetworks machinelearning,Development,Machine Learning Engineer
S1877,Postgraduate,Data Science,9.5,tensorflow ai deeplearning neuralnetworks python,AI,Machine Learning Engineer
S1878,Undergraduate,Mathematics,9.2,pytorch machinelearning neuralnetworks python ai tensorflow deeplearning modeltraining,AI,Machine Learning Engineer
S1879,Postgraduate,Mathematics,8.3,python tensorflow pytorch neuralnetworks modeltraining,Development,Machine Learning Engineer
S1880,Postgraduate,Computer Science,8.2,machinelearning modeltraining deeplearning neuralnetworks python,Design,Machine Learning Engineer
S1881,Undergraduate,Arts,8.0,ai machinelearning deeplearning python,Development,Machine Learning Engineer
S1882,Undergraduate,Finance,7.5,tensorflow ai neuralnetworks,AI,Machine Learning Engineer
S1883,Undergraduate,Computer Science,9.5,pytorch deeplearning machinelearning tensorflow python neuralnetworks modeltraining,Finance,Machine Learning Engineer
S1884,Undergraduate,Data Science,6.9,pytorch machinelearning modeltraining,AI,Machine Learning Engineer
S1885,Postgraduate,Mathematics,7.5,pytorch neuralnetworks tensorflow,Development,Machine Learning Engineer
S1886,Undergraduate,Commerce,9.4,ai machinelearning deeplearning tensorflow modeltraining pytorch python,Development,Machine Learning Engineer
S1887,Undergraduate,Mathematics,7.5,modeltraining deeplearning ai tensorflow neuralnetworks,AI,Machine Learning Engineer
S1888,Undergraduate,Mathematics,7.8,python tensorflow machinelearning ai neuralnetworks,AI,Machine Learning Engineer
S1889,Undergraduate,Law,8.8,pytorch python modeltraining ai tensorflow neuralnetworks deeplearning machinelearning,Writing,Machine Learning Engineer
S1890,Undergraduate,Computer Science,9.1,python machinelearning deeplearning neuralnetworks pytorch ai modeltraining,Development,Machine Learning Engineer
S1891,Postgraduate,Computer Science,6.7,machinelearning tensorflow python deeplearning,Development,Machine Learning Engineer
S1892,Postgraduate,Data Science,9.0,python pytorch ai neuralnetworks deeplearning modeltraining tensorflow,Development,Machine Learning Engineer
S1893,Undergraduate,Computer Science,7.9,deeplearning modeltraining tensorflow neuralnetworks ai python,Development,Machine Learning Engineer
S1894,Undergraduate,Mathematics,9.0,modeltraining deeplearning python ai,AI,Machine Learning Engineer
S1895,Undergraduate,Mathematics,7.9,modeltraining python tensorflow,AI,Machine Learning Engineer
S1896,Postgraduate,Mechanical Engineering,7.4,modeltraining pytorch neuralnetworks ai machinelearning deeplearning,AI,Machine Learning Engineer
S1897,Undergraduate,Mathematics,8.5,modeltraining tensorflow ai python pytorch,Development,Machine Learning Engineer
S1898,Postgraduate,Data Science,7.2,pytorch python deeplearning ai neuralnetworks tensorflow machinelearning,Development,Machine Learning Engineer
S1899,Undergraduate,Data Science,6.5,python ai deeplearning pytorch tensorflow,AI,Machine Learning Engineer
S1900,Postgraduate,Mathematics,8.1,pytorch neuralnetworks ai deeplearning modeltraining machinelearning,Development,Machine Learning Engineer
S1901,Undergraduate,Mathematics,8.8,machinelearning deeplearning ai modeltraining tensorflow python,AI,Machine Learning Engineer
S1902,Postgraduate,Data Science,7.5,neuralnetworks pytorch machinelearning ai modeltraining tensorflow deeplearning python,Development,Machine Learning Engineer
S1903,Undergraduate,Arts,8.7,python tensorflow modeltraining neuralnetworks pytorch deeplearning machinelearning,Data,Machine Learning Engineer
S1904,Postgraduate,Mathematics,8.1,modeltraining pytorch neuralnetworks machinelearning,AI,Machine Learning Engineer
S1905,Postgraduate,Data Science,9.5,ai modeltraining machinelearning pytorch deeplearning tensorflow,Writing,Machine Learning Engineer
S1906,Postgraduate,Computer Science,8.9,machinelearning ai python tensorflow modeltraining neuralnetworks,AI,Machine Learning Engineer
S1907,Undergraduate,Data Science,9.5,deeplearning tensorflow ai modeltraining python machinelearning pytorch,AI,Machine Learning Engineer
S1908,Postgraduate,Computer Science,7.4,neuralnetworks pytorch modeltraining python deeplearning tensorflow,AI,Machine Learning Engineer
S1909,Undergraduate,Computer Science,6.6,modeltraining machinelearning deeplearning python neuralnetworks ai tensorflow,Research,Machine Learning Engineer
S1910,Undergraduate,Mathematics,8.8,ai tensorflow pytorch deeplearning python neuralnetworks machinelearning modeltraining,AI,Machine Learning Engineer
S1911,Undergraduate,Mathematics,6.8,neuralnetworks machinelearning tensorflow modeltraining,AI,Machine Learning Engineer
S1912,Postgraduate,Mathematics,9.3,neuralnetworks pytorch python ai deeplearning,AI,Machine Learning Engineer
S1913,Postgraduate,Computer Science,8.1,modeltraining deeplearning neuralnetworks ai tensorflow,Design,Machine Learning Engineer
S1914,Undergraduate,Mathematics,6.8,pytorch modeltraining python tensorflow deeplearning,AI,Machine Learning Engineer
S1915,Postgraduate,Data Science,7.6,ai machinelearning python modeltraining deeplearning tensorflow neuralnetworks,Development,Machine Learning Engineer
S1916,Postgraduate,Information Technology,7.1,tensorflow ai python machinelearning pytorch neuralnetworks modeltraining deeplearning,Development,Machine Learning Engineer
S1917,Postgraduate,Mathematics,8.4,neuralnetworks tensorflow deeplearning machinelearning pytorch ai python modeltraining,AI,Machine Learning Engineer
S1918,Undergraduate,Statistics,7.9,pytorch neuralnetworks python deeplearning,Development,Machine Learning Engineer
S1919,Postgraduate,Computer Science,7.9,python deeplearning machinelearning modeltraining ai,Design,Machine Learning Engineer
